word,cefr
drunk,B1
dry,A1
dry,A2
duck,A2
dude,B1
due,A1
duel,B2
dull,B1
dumb,B2
dump,B1
dump,B1
duplicate,B2
duplication,B2
during,A2
dust,A2
dustbin,B1
dusty,B1
duty,B1
duty-free,B1
duvet,B1
DVD,A1
dwarf,B2
dye,B2
dynamic,B2
dynasty,B1
each,A1
each,A1
each other,A1
eager,B1
eagerly,B2
eagerness,B1
eagle,B2
ear,A1
earache,B1
early,A2
early,A1
earn,A2
earnest,B1
earnings,B2
earring,A2
earth,A2
earthquake,A2
ease,B2
ease,B2
easily,A2
east,A2
east,A2
east,A2
eastern,B1
eastward,B2
easy,A1
easygoing/easy-going,B1
eat,A1
eco,B1
ecological,B1
ecologically,B2
ecologist,B2
ecology,B1
economic,B1
economical,B2
economics,B1
economist,B2
economy,B1
ecosystem,B1
ecstasy,B1
ecstatic,B2
edge,B1
edit,B2
edit,B2
edition,B1
editor,A2
editorial,B2
educate,B1
educated,B2
education,A2
educational,A2
educator,B2
effect,A2
effective,B1
effectively,B2
effectiveness,B2
efficiency,B1
efficient,B1
effort,A2
egg,A1
eight,A1
eighteen,A1
eighty,A1
either,A1
either,A2
either,B1
either,B1
elbow,B1
elderly,A2
elect,B2
election,B1
elective,B2
electric,A2
electrical,B1
electrician,B2
electricity,B1
electron,B1
electronic,B1
electronically,B2
electronics,B2
elegance,B2
elegant,B2
elegantly,B2
element,B1
elemental,B2
elementary,A1
elephant,A2
elevator,A2
eleven,A1
eligible,B2
eliminate,B1
elite,B2
eloquence,B2
eloquent,B2
else,A1
elsewhere,A2
email,A2
email/e-mail/E-mail,A1
embarrass,B1
embarrassed,B1
embarrassing,A2
embarrassment,B1
embassy,B2
embrace,B2
emerge,B1
emergence,B2
emergency,A2
emotion,B1
emotional,B1
emotionally,B1
emperor,B1
emphasis,B1
emphasize/emphasize,B1
emphatically,B2
empire,B1
employ,B2
employee,B2
employer,B2
employment,B1
empty,A2
enable,B1
enclose,B1
encounter,B1
encounter,B2
encourage,A2
encouragement,B1
encouraging,B1
encyclopedia/encyclopaedia,B1
end,A1
end,A2
endanger,B1
endangered,A2
endeavor/endeavour,B2
ending,A2
endless,B1
endlessly,B2
endorse,B2
endurance,B2
endure,B1
enduring,B2
enemy,B1
energetic,A2
energy,B2
enforce,B2
engage,B1
engaged,B1
engagement,B2
engine,B1
engineer,A1
engineering,B1
Englishman,B1
engulf,B2
enhance,B2
enjoy,A1
enjoyable,B1
enjoyment,B1
enormous,A2
enough,A2
enough,A2
enough,A2
enrich,B1
enroll/enrol,B2
ensure,B1
enter,A2
enterprise,B2
entertain,B1
entertainer,B1
entertaining,B2
entertainment,A2
enthusiasm,B1
enthusiast,B1
enthusiastic,B1
enthusiastically,B2
entire,B1
entirely,B1
entitle,B2
entrance,A2
entrepreneur,B2
entry,B1
envelope,A2
environment,B2
environmental,B1
environmentalist,B1
environmentally,B2
environmentally friendly,B2
envy,A2
envy,B2
episode,A2
equal,B1
equal,B2
equal,B2
equality,B1
equally,B1
equation,B2
equip,B2
equipment,B1
equity,B2
era,B1
erect,B2
error,A2
erupt,B2
eruption,B2
escalator,A2
escape,A2
escape,B1
especially,A2
essay,A2
essayist,B2
essence,B1
essential,B1
essentially,B2
establish,A2
establishment,B1
estate,B2
estimate,B2
estimate,B1
estimated,B2
eternal,B1
eternally,B2
eternity,B1
ethic,B2
ethnic,B2
euro,A2
evacuate,B2
evacuation,B2
evaluate,B2
evaluation,B2
even,B1
even,A2
evening,A1
evenly,B1
event,A1
eventually,B1
ever,A2
everlasting,B2
every,A1
everybody,A1
everyday,A1
everyone,A1
everything,A1
everywhere,A1
evidence,A2
evident,B1
evidently,B2
evil,B2
evil,B2
evolution,B2
evolve,B2
exact,B1
exactly,A2
exactness,B2
exaggerate,B2
exaggeration,B2
exalt,B2
exam,A2
examination,B1
examine,B1
examinee,B2
examiner,B1
example,A1
exceed,B2
excel,B2
excellence,B1
excellent,A1
except,A2
except,A2
exception,B2
exceptional,B2
exceptionally,B2
excess,B1
excessive,B2
exchange,A2
exchange,B1
exchange rate,B1
excited,A1
excitedly,B1
excitement,B1
exciting,A1
exclaim,B2
exclamation mark,B2
exclude,B2
exclusion,B2
exclusive,B1
exclusively,B2
excursion,B2
excuse,A1
excuse,B1
execute,B2
execution,B2
executive,B2
executive,B2
exercise,A2
exercise,A1
exhaust,B2
exhausted,B1
exhausting,B2
exhaustion,B2
exhibit,B2
exhibition,A2
exile,B2
exist,A2
existence,B1
existing,B2
exit,B1
exit,B1
exotic,B2
expand,B1
expansion,B2
expect,A2
expectation,B2
expected,B2
expedition,B2
expense,B1
expensive,A1
experience,A2
experience,B1
experienced,B1
experiment,B1
experiment,B2
expert,B2
expert,A2
explain,A2
explanation,A2
explode,B2
exploit,B2
exploration,B1
explore,A2
explorer,B2
explosion,B1
explosive,B2
explosive,B2
export,B2
export,B2
expose,B1
express,A2
express,B1
expression,A2
expressive,B2
exquisite,B2
extend,B1
extension,B2
extensive,B2
extensively,B1
extent,B1
external,B2
extinct,B1
extinction,B1
extra,A2
extra,A2
extra,B1
extract,B2
extract,B2
extraordinarily,B2
extraordinary,B1
extreme,B1
extreme sports,B1
extremely,A2
exultant,B2
eye,A1
eyebrow,B2
eyelash,B2
eyelid,B2
eyesight,B1
fabric,B2
fabulous,B2
face,A1
face,A2
face to face,B1
face-to-face,B1
facilitate,B2
facilities,B2
facility,B1
fact,A2
factor,B2
factory,A1
faculty,B2
fade,B1
fail,A2
failure,B1
faint,B1
faint,B2
fair,A1
fair,B1
fairly,A2
fairy,A1
faith,B2
faithful,B1
fake,B1
fall,B1
fall,A2
fallen,B1
false,A1
falter,B2
fame,B2
familiar,A2
familiarize/familiarise,B2
family,A1
famous,A1
fan,A1
fancy,A2
fancy,B1
fancy,B1
fantastic,A2
fantastically,B2
fantasy,B1
far,B2
far,A2
faraway,B1
fare,A2
farewell,B1
farm,A1
farmer,A1
farming,B1
farmland,B1
farther,B1
farthest,B1
fascinate,B1
fascinated,B2
fascinating,A2
fascination,B2
fashion,A2
fashionable,B1
fast,A1
fast,A1
fast food,A2
fasten,B1
fat,A1
fat,B2
fatal,B2
fate,B2
father,A1
father-in-law,B2
fault,A2
faulty,B2
favor/favour,A2
favorable/favourable,B1
favorite/favourite,A1
favorite/favourite,A1
fax,B1
fax,B1
fear,A2
fear,B2
fearsome,B2
feast,B1
feat,B2
feather,A2
feature,A2
feature,B2
February,A1
fed up,B2
federal,B2
fee,A2
feed,A1
feed,B1
feedback,B2
feel,A2
feel,A1
feeling,A1
fellow,B2
fellow,B1
female,A2
female,B2
fence,A2
ferry,B1
ferryboat,B2
festival,A1
festive,B1
fetch,B1
fever,A1
feverishly,B1
few,A2
few,B1
fiber/fibre,B2
fiction,A2
fictional,B2
field,A1
fierce,B2
fifteen,A1
fifth,B1
fifty,A1
fight,A1
fight,B1
fighter,A2
fighting,B2
figurative,B2
figure,A2
figure,A2
file,A1
file,B2
filial,B2
fill,A1
filling,B1
film,A2
film,B1
film-maker,B1
filter,B1
final,A2
final,A2
finally,A2
finance,B2
finance,B1
financial,B1
financially,B2
find,A1
finding,B1
fine,A1
fine,B2
fine,B1
fine,B2
finely,B2
finger,B1
fingernail,B2
finish,A1
finish,A1
fire,A1
fire,B2
fire brigade,B2
fire station,B1
firearm,B2
firefighter,B1
fireplace,B2
firework,B1
firm,B1
firm,B1
firmly,B1
firmness,B2
first,A1
first,A1
first floor,B1
first lady,B1
first language,B2
first name,A2
first person,B2
first-floor,B1
firstly,B2
fiscal,B2
fish,A1
fish,B1
fisherman,A2
fishing,A1
fit,A2
fit,B2
fit,B1
fitness,B1
five,A1
fix,A2
fix,B1
fixed,B2
flag,A1
flame,B2
flap,B2
flash,B1
flash,B2
flash,B2
flat,B1
flat,B2
flat,A1
flavor/flavour,B1
flaw,B2
flawless,B2
flax,B2
flea,A2
flee,B2
fleet,B2
flesh,B2
flexibility,B2
flexible,B2
flexibly,B2
flight,A2
flip,B2
float,A2
float,B1
flock,B1
flood,A2
flood,B1
floor,A1
flour,A2
flow,B1
flow,B1
flower,A1
flu,B1
fluency,B2
fluent,B1
fluently,B1
fluid,B2
flunk,B1
flute,B1
flutter,B2
fly,A1
fly,A1
focus,B2
focus,A1
fog,A2
foggy,A1
fold,B1
fold,B1
folder,A2
folk,B1
follow,A2
follower,B2
following,A1
following,B2
folly,B2
fond,B1
fondly,B2
fondness,B1
food,A1
fool,A2
fool,B1
foolish,B1
foolishly,B2
foot,B1
football,A1
footballer,A2
footnote,B2
for,A2
for,A1
forbid,A2
forbidden,B1
force,A2
force,B2
forcefully,B2
forecast,B1
forehead,B1
foreign,A1
foreigner,A1
foreman,B2
foresee,B2
forest,A2
forestry,B2
forever,A2
forget,A1
forgive,B1
fork,A2
form,A1
form,B1
formal,B1
formally,B1
format,B1
format,B1
formation,B2
former,B1
formerly,B2
formidable,B2
formula,B1
forth,B1
forthcoming,B2
fortnight,B1
fortunate,B1
fortunately,A2
fortune,A2
forty,A1
forward,A2
foul,B2
found,B2
foundation,B1
fountain,B1
four,A1
fourteen,A1
fox,B2
fragment,B1
fragrance,B2
frame,A2
frame,B2
frank,A2
frankly,B2
frantically,B2
fraud,B2
freak,B2
free,A1
free,A2
free,B2
freedom,A2
freely,B1
freeze,A2
freezer,B1
freezing,B1
frequency,B1
frequent,B1
frequently,B1
fresh,A2
freshman,B1
Friday,A1
fridge,A2
fried,A2
friend,A1
friendliness,B1
friendly,B2
friendship,A2
frigate,B2
fright,B1
frighten,A2
frightened,A2
frightening,A2
frog,A1
from,A1
front,A1
front,A2
frontier,B2
frost,B1
frozen,B1
frugal,B2
fruit,A1
frustrated,B1
frustration,B1
fry,A2
fry,B1
frying pan,B1
fuel,B1
fulfill/fulfil,B2
full,A1
full stop,B1
full-time,B1
full-time,B1
fully,A2
fume,B2
fun,A1
fun,A1
function,B1
function,A2
functional,B2
functionality,B2
fund,B1
fund,B1
fundamental,B2
funeral,B1
funk,B2
funky,B2
funny,A1
fur,B1
furious,B2
furiously,B2
furnish,B1
furniture,A2
furor/furore,B2
further,A2
further,B1
furthermore,B1
furthest,B1
fuss,B1
future,B1
future,A1
gaiety,B2
gain,B1
gain,B1
gall,B1
gallery,A2
gallon,B1
gambling,B2
game,A1
gang,B2
gangster,B2
gap,B1
garage,A2
garbage,A1
garden,A1
gardener,B2
gardening,B1
garlic,A2
garment,B1
gas,A2
gasp,B2
gate,A2
gateway,B2
gather,A2
gaudy,B2
gay,B1
gaze,B2
gear,B2
gee,B1
gender,A2
gene,B1
general,B1
general,B1
generalization/generalisation,B2
generalize/generalise,B2
generally,B1
generate,B1
generation,A2
generosity,B2
generous,B1
generously,B2
genetic,B1
genetically,B1
genetics,B1
genius,B2
genre,B2
gentle,A2
gentleman,B1
gently,B2
genuine,B2
genuinely,B2
geographic,B2
geographical,B1
geography,B1
geology,B1
germ,B2
gesture,B1
get,A1
getaway,B2
ghetto,B2
ghost,A1
giant,B1
gift,A1
gifted,B1
giggle,B1
ginger,B1
giraffe,B1
girl,A1
girlfriend,A1
give,A1
giveaway,B2
given,A2
glacis,B2
glad,A1
glamorous/glamourous,B2
glance,B1
glance,B1
glare,B2
glass,A1
glasses,A1
gleam,B2
glee,B2
glide,B1
glimpse,B1
glint,B1
global,B1
global warming,B2
globally,B2
globe,A2
glocal,B2
gloomy,B2
glorify,B2
glorious,B1
glory,B1
glove,A2
glow,B2
go,B1
go,A1
goal,A1
goalkeeper,B1
goat,B2
god,B2
goddess,B1
godly,B2
gold,A1
gold,A2
golden,A2
golf,A2
golfer,B1
good,A1
good,B2
good afternoon,A1
good morning,A1
good night,A1
good-looking,A2
goodness,B1
goods,B1
goodwill,B2
gook,B2
gorge,B2
gorgeous,B1
gorilla,B1
gossip,B1
gossip,B2
govern,B1
government,A2
governmental,B2
governor,B1
gown,B1
grab,B1
grace,A2
graceful,B1
gracefulness,B2
grade,A1
grade,B2
gradual,B2
gradually,A2
graduate,B1
graduate,A2
graduation,B1
grain,B2
gram/gramme,A2
grammar,A1
grand,B2
grandchild,A2
granddad,A2
granddaughter,A2
grandfather,A1
grandma,A1
grandmother,A1
grandpa,A1
grandparent,A1
grandson,A2
granny,A2
grant,B1
grant,B1
grape,A1
graph,B1
graphic,B1
graphically,B2
graphics,B1
grasp,B2
grass,A1
grateful,A2
gratitude,B1
grave,B1
gravestone,B2
gravitation,B2
gravy,B1
gray/grey,A1
gray/grey,A1
great,A1
greatly,A2
greatness,B2
greedy,A2
green,A1
green,A2
greenhouse,B1
greet,A1
greeting,B1
grief,B2
grieve,B2
grill,B1
grill,B1
grilled,A2
grim,B2
grin,B2
grip,B2
grip,B2
grocery store,A2
groom,B1
gross,B2
ground,A1
ground floor,B1
group,A1
group,B1
grouping,B1
grow,A1
growing,B2
grown-up,B2
grown-up,B2
growth,B1
guarantee,B1
guarantee,B2
guard,A2
guard,B2
guerrilla,B2
guess,B1
guess,A1
guest,A1
guidance,B1
guide,B1
guide,B1
guidebook,A2
guideline,B2
guilt,B1
guilty,B1
guitar,A1
guitarist,B1
gulp,B2
gum,B2
gun,A2
gunshot,B2
guts,B2
guy,A1
gym,B1
gymnastic,B2
gymnastics,B1
habit,A1
habitant,B2
habitat,B1
had,A1
hail,B2
hair,A1
haircut,A1
hairdresser,B1
hairdryer,B1
hairy,B2
half,B1
half,A2
half,A1
half,A2
half-price,A2
half-price,A2
hall,A1
ham,A2
hamburger,A1
hammer,B1
hammer,B2
hand,A1
hand,A2
handbag,A2
handball,B1
hand-held,B1
handicap,B2
handicapped,A2
handicraft,B2
handkerchief,B1
handle,A2
handle,B1
handout,B2
handrail,B2
handshake,B1
handsome,A1
handwriting,B1
handy,B1
hang,B2
hang,B1
hanging,B1
happen,A1
happily,A2
happiness,A2
happy,A1
harbor/harbour,B1
hard,A1
hard,A1
hard drive,B2
hardly,A2
hardship,B1
hardware,B2
hard-working,B1
harm,B2
harm,A2
harmful,A2
harmless,B2
harmony,A2
harness,B1
harrow,B2
harvest,A2
has,A1
haste,B2
hastily,B2
hasty,B1
hat,A1
hatch,B1
hatching,B2
hate,B1
hate,A2
hatred,B1
haunt,B1
haunt,B2
haunting,B2
have,A1
have to,A1
haven,B1
hay,B2
hazard,B1
hazardous,B2
he,A1
head,A1
head,A2
headache,A1
headline,B1
headphone,A2
headquarters,B2
headteacher,A2
heal,B1
healing,B1
health,A1
health care,B2
healthy,A1
heap,B2
heap,B2
hear,A1
hearing,B1
heart,A1
heart attack,B1
heartbreaking,B2
hearted,B1
heartwarming/heart-warming,B2
hearty,B1
heat,A2
heat,B1
heater,B1
heating,A2
heaven,B1
heavenly,B1
heavily,A2
heavy,A1
hedge,B2
heel,B1
height,B1
helicopter,B2
hell,B2
hello,A1
helmet,B1
help,A2
help,A1
helper,B2
helpful,A2
helpless,B1
hemp,B2
her,A1
her,A1
herb,B2
herd,B1
here,A1
heritage,B2
hero,A2
hers,A1
herself,A2
hesitate,B1
hesitation,B2
hey,A2
hi,A1
hidden,B1
hide,A1
high,A1
high,A2
high school,A2
highlight,B2
highlight,B1
highly,B1
high-tech/hi-tech,B2
highway,A2
hijack,B2
hijack,B2
hike,A2
hiking,A2
hilarious,B2
hill,A1
him,A1
himself,A2
hint,B2
hip,B1
hip hop/hip-hop/hiphop,A2
hire,B1
his,A1
his,A1
historian,B1
historic,B1
historical,B1
history,A1
hit,B1
hit,A2
HIV,B1
hobby,A1
hockey,A2
hold,A1
hold,A2
holder,B2
hole,A1
holiday,A1
hollow,B2
holocaust,B2
holy,B1
home,A2
home,A1
homeless,B1
hometown,A1
homeward,B2
homework,A1
hone,B2
honest,B1
honestly,B1
honesty,B1
honey,A2
honeymoon,B1
honor/honour,A2
honor/honour,B2
honorable/honourable,B2
hood,B2
hook,B2
hook,B2
hop,B1
hope,A1
hope,B1
hopeful,B1
hopefully,B1
hopeless,B1
horizon,B1
horn,B1
horrible,B1
horrify,B1
horror,A2
horse,A1
hospice,B2
hospitable,B2
hospital,A1
hospitality,B2
hospitalize/hospitalise,B2
host,A2
hostel,B1
hot,A1
hotel,A1
hour,A1
hourly,B2
house,A1
household,B1
housekeeper,B2
housemaster,B2
housewife,B2
housework,B1
hover,B2
how,A1
however,A2
hug,B2
hug,A2
huge,B1
hugely,B2
human,A2
human,B1
human rights,B2
humane,B2
humanist,B2
humanity,B1
humanize/humanise,B2
humble,B2
humbug,B2
humid,B1
humiliate,B2
humiliating,B2
humiliation,B2
humor/humour,B1
humorous,B1
hundred,A2
hunger,B1
hungry,A1
hunt,B1
hunt,B1
hunter,A2
hunting,B2
hurriedly,B1
hurry,A1
hurry,A2
hurt,B1
hurt,A1
husband,A1
hush,B2
hut,B1
hybrid,B2
hygiene,B2
hyperbole,B2
hyphen,B2
I,A1
ice,A1
ice cream,A1
ice hockey,B1
ice skating,B1
iceman,B2
icon,B2
icy,B2
ID,A2
ID card,A2
idea,A1
ideal,A1
ideally,B2
identical,B2
identification,B2
identify,B2
identity,B1
identity card,B1
ideology,B2
idiom,B1
idiot,B2
idle,B2
idol,B1
idolize/idolise,B2
if,A1
ignorance,B2
ignorant,B2
ignore,B1
ill,A2
illegal,A2
illegally,B1
illness,B1
illuminate,B1
illustrate,B2
illustration,B2
image,A2
imagery,B2
imaginary,B1
imagination,A2
imagine,A1
imitate,B1
imitation,B2
immediate,B1
immediately,B1
immerse,B2
immigrant,B2
immigrate,B1
immigration,B1
immoral,B2
immortal,B2
immortality,B2
impact,A2
impair,B1
impartial,B2
impatient,A2
impatiently,B2
imperative,B2
impermanent,B2
implement,B2
implement,B2
implication,B2
imply,B2
impolite,B2
impolitely,B2
import,B2
importance,A2
important,A1
importantly,A2
impose,B2
impossibility,B2
impossible,A2
impractical,B2
impress,A2
impressed,B2
impression,B1
impressionism,B2
impressionist,B2
impressive,B1
imprison,B2
imprisonment,B2
improbable,B2
improper,B1
improperly,B2
improve,A2
improved,B2
improvement,B1
impulse,B2
impulsive,B2
in,A2
in,A1
inaccurate,B2
inadequate,B2
inanimate,B2
inborn,B2
incense,B2
incentive,B2
inch,A2
inch,B2
incident,B1
include,A2
including,B1
income,B1
inconvenient,B1
incorrect,B1
increase,B1
increase,A2
increasingly,B1
incredible,B1
incredibly,B1
incur,B2
incurable,B2
indebted,B2
indeed,A2
indefinite article,B1
indent,B2
independence,A2
independent,B1
independently,B2
indescribable,B2
index,B2
indicate,A2
indifferent,B2
indignity,B2
indirect,B1
indirectly,B1
indispensable,B2
individual,B1
individual,B2
indoor,A2
indoors,B1
indulge,B2
indulgent,B2
industrial,B1
industrialize/industrialise,B2
industry,B1
ineffective,B2
inert,B2
inevitable,B1
inexpensive,A2
inexperienced,B2
infant,B2
infect,B2
infected,B2
infection,B1
infectious,B2
infer,B2
inference,B2
infinitive,B1
inflammation,B2
inflammatory,B2
inflate,B2
inflation,B2
influence,A2
influence,B2
influential,B2
influenza,B2
inform,B1
informal,B2
information,A1
informative,B1
infringe,B2
infringement,B2
ingredient,B1
inhabit,B2
inhabitant,B1
inhale,B1
inherit,B2
initial,B2
initial,B1
initially,B1
initiative,B2
inject,B1
injection,B2
injure,A2
injured,B2
injury,B1
ink,B1
innate,B2
inner,A2
innermost,B1
innocent,B1
innocently,B2
innovation,B2
innovative,B2
innovator,B1
input,B2
inquire/enquire,B2
inquiry/enquiry,B1
insane,B1
inscribe,B1
inscription,B1
insect,A2
inseparable,B2
inside,B2
inside,A2
inside,B2
inside,A1
insight,B1
insist,B1
inspect,B2
inspection,B1
inspector,B2
inspiration,A2
inspirational,B2
inspire,B1
install/instal,B1
instance,B1
instant,A2
instantly,B2
instead,A2
instead of,B1
instill/instil,B2
instinct,B2
institute,B1
institution,B2
instruct,B2
instruction,B1
instructor,B1
instrument,A2
insufficient,B2
insult,B2
insult,B2
insurance,B1
integrate,B2
intellectual,B2
intellectual,B2
intelligence,A2
intelligent,A2
intend,B1
intense,B1
intensive,B1
intent,B2
intention,B1
intentionally,B1
interact,B1
interaction,B1
interactive,B2
interest,A2
interest,B1
interested,A1
interesting,A1
interfere,B2
interior,B2
intermediate,B1
intermission,B1
internal,B1
international,A2
internationally,B1
Internet/internet,A1
interpersonal,B2
interpret,B2
interpretation,B2
interpreter,B2
interrupt,B1
interruption,B2
intersection,B2
interval,B1
interview,A1
interview,B1
interviewee,B1
interviewer,A1
intimate,B2
into,A1
intransitive,B2
intravenous,B2
introduce,A1
introduction,B1
intrude,B2
intruder,B2
intrusion,B2
invade,A2
invariable,B2
invariably,B2
invasion,B1
invent,A2
invention,A2
inventor,B2
inverted commas,B2
invest,B1
investigate,B2
investigation,B1
investigator,B2
investment,B2
investor,B2
invisible,B2
invitation,B1
invite,A2
invitingly,B2
invoke,B2
involuntarily,B1
involve,B1
involved,B1
involvement,B2
iron,B1
iron,B1
ironically,B2
ironing,B1
irrational,B2
irregular,B1
irresistible,B2
irresistibly,B2
irresponsible,B2
irritate,B1
irritated,B2
irritating,B2
irritation,B2
is,A1
island,A1
islander,B2
isle,B1
isolation,B1
issue,A2
issue,B2
IT,A2
it,A1
italicize/italicise,B2
itch,B2
item,A1
its,A1
its,A1
itself,A2
ivory,B1
jacket,A1
jade,B1
jail/gaol,B1
jam,A2
jam,B2
January,A1
jar,B1
jaw,B2
jazz,B1
jealous,B1
jealously,B2
jeans,A1
jelly,A2
jeopardize/jeopardise,B2
jet,A1
jewel,B1
jeweler/jeweller,B2
jewelry/jewellery,A1
job,A1
jog,B2
jog,B1
jogging,B1
join,A1
joint,B1
joint,B2
joke,A2
joke,B1
journal,B1
journalism,B2
journalist,B1
journey,A2
joy,A2
judge,B1
judge,A1
judgment/judgement,B1
judo,B2
jug,B1
juice,A1
juicy,B1
July,A1
jump,B2
jump,A1
jumper,B1
June,A1
jungle,B1
junior,A2
junk,A2
junk food,B2
juror,B2
jury,B2
just,A1
justice,B1
justify,B2
kangaroo,B2
karaoke,B2
keen,B2
keep,A1
keeper,B2
kerosene,B2
kettle,B1
key,A1
key,A1
keyboard,B1
keystroke,B2
kick,A1
kick,A1
kid,A1
kid,B1
kill,A1
killer,A2
killing,B1
kilo,A2
kilogram/kilogramme,A2
kilometer/kilometre,A2
kind,A2
kind,A1
kindly,A2
kindly,B1
kindness,B1
king,A1
kingdom,A2
kiss,A1
kiss,B1
kit,A2
kitchen,A1
kite,A1
kitten,B1
knee,A1
kneel,B2
knife,A1
knit,B1
knock,A2
knock,B1
knot,B2
know,A1
knowingly,B2
knowledge,A2
known,B2
lab,B1
label,B2
labor/labour,A2
laboratory,B1
laborer/labourer,B2
lack,A2
lack,B2
ladder,B1
lady,A1
lake,A2
lamb,B1
lame,B2
lamp,A2
lance,B2
land,B1
land,A2
landing,B2
landlady,B2
landlord,B1
landscape,A2
landslide,B2
lane,A2
language,A1
lap,B2
laptop,B2
large,A1
largely,B1
lark,B2
laser,B2
last,B1
last,A2
last,A2
last,B1
last minute,B2
last name,A1
lasting,B1
lastly,B2
last-minute,B2
late,A1
late,A1
latecomer,B1
lately,B1
later,B2
later,A1
latest,A2
latter,B2
latter,A2
latter,A2
laugh,B1
laugh,A1
laughter,B1
launch,B1
laundry,B2
lava,B2
law,A2
lawful,B1
lawmaker,B2
lawn,B2
lawsuit,B2
lawyer,A2
lay,B1
layabout,B2
layer,B1
laziness,A2
lazy,A1
lead,B1
lead,A2
lead,B1
leader,A1
leadership,B1
leading,B1
leaf,A1
leaflet,B2
league,B1
leak,B2
leak,B2
lean,B1
lean,B2
leap,B2
leap,B1
learn,A1
learner,A2
learning,B2
lease,B2
leash,B2
least,B1
least,A2
least,B2
leather,A2
leave,B1
leave,A1
lecture,B1
lecturer,B2
leek,B2
left,A1
left,A2
left,A2
left-hand,A2
leg,A1
legal,B1
legally,B1
legend,B2
legendary,B2
legislate,B2
legislation,B2
legislative,B2
legislator,B2
legislature,B2
legitimate,B2
leisure,A2
leisurely,B2
lemon,A2
lemonade,A2
lend,A2
length,B1
lengthen,B2
lengthy,B2
leopard,B2
less,A2
less,A2
less,A2
lessen,B1
lesson,A1
lest,B2
let,A1
letter,A1
lettuce,B1
level,B1
level,A2
level,B2
liar,B1
liberal,B2
liberate,B1
liberation,B1
liberty,A2
librarian,B1
library,A1
license/licence,A2
lick,B2
lid,B2
lie,B1
lie,A2
life,A1
lifeguard,B1
lifeless,B2
lifelong,B1
lifestyle,A2
lifetime,B2
lift,B1
lift,B1
light,A1
light,A1
light,B1
lighten,B2
lighter,B1
lighting,B2
lightly,B1
lightning,B1
like,B1
like,A1
like,A1
likely,A2
likeness,B1
likewise,B2
lily,A1
limb,B2
limit,B1
limit,B1
limitation,B1
limited,B1
limp,B1
line,A1
line,B2
linen,B2
liner,B2
ling,B2
linger,B2
link,B1
link,B1
lion,A1
lip,A2
liquid,B1
liquid,B1
list,A1
list,B2
listen,A1
listener,B2
liter/litre,A2
literal,B2
literally,B2
literary,B1
literature,B1
litter,B2
little,A1
little,A1
little,B1
little,B1
live,B1
live,A1
lively,A2
liver,B1
living,A1
living,B2
living room,A1
load,A2
load,B2
loaf,B1
loan,B2
lobby,B2
local,A2
locate,B1
location,B1
lock,A2
lock,B1
lodge,B1
log,B1
logic,B1
logical,A2
logo,B1
loneliness,B2
lonely,A1
long,A1
long,A2
long-distance,B2
long-term,B2
look,A1
look,A1
loose,A2
loosely,B2
lorry,B1
lose,A2
loss,B1
lost,A2
lot,A1
lot,A2
lot,A1
lottery,B1
loud,B1
loud,B1
loudly,A2
loudspeaker,B1
lousy,B2
love,A1
love,A1
lovely,A1
lover,A2
lovingly,B1
low,A2
low,A2
lower,B2
lowland,B2
loyal,B1
loyalty,B1
luck,A1
luckily,A2
lucky,A1
lucrative,B2
luggage,B1
lunch,A1
lunchtime,A2
lung,B1
lush,B2
luxurious,B2
luxury,B2
luxury,B1
lyric,A2
lyrics,B2
'm,A1
machine,A1
mad,A2
madam,B2
madame,B2
madness,B2
maestro,B2
magazine,A1
magic,A2
magic,A2
magical,B1
magician,B1
magnificent,B1
magnify,B2
mail,A1
mail,B1
mailbox,B1
main,B1
main course,A2
mainly,A2
maintain,B1
maintenance,B1
major,A2
major,B2
majority,B1
make,B2
make,A1
maker,A2
make-up,A2
malady,B2
malaria,B2
male,B1
male,A2
mall,A2
mama/mamma,B2
man,A1
manage,A2
management,B1
manager,A2
mango,B2
manipulate,B2
mankind,B1
manner,A2
mansion,B2
manual,B2
manual,B2
manufacture,B2
manufacture,B2
manufacturer,B2
manufacturing,B2
many,A1
many,A1
map,A1
maple,B1
marathon,B2
marble,B1
March,A1
march,B1
march,B1
margin,B2
marine,B1
mark,A2
mark,A2
marked,B1
market,A2
market,B1
marketing,B2
marriage,B1
married,A2
marry,A2
martial art,B2
marvelous/marvellous,A2
mash,B1
mask,B2
mass,B1
mass,B2
massacre,B2
massage,B2
masseur,B2
massive,B1
master,B2
masterpiece,B2
mastery,B2
match,A1
match,B1
mate,B2
material,A2
math/maths,A1
mathematical,B2
mathematician,B1
mathematics,B1
matter,A1
matter,A2
mature,B2
mausoleum,B2
max,A2
maximum,B1
maximum,B1
may,A1
May,A1
maybe,A1
mayor,B1
me,A1
meal,A1
mean,A2
mean,B2
mean,A1
meaning,A2
meaningful,B1
means,B2
meanwhile,B1
measure,B1
measure,B1
measurement,B1
meat,A1
mechanic,B1
mechanical,B1
mechanize/mechanise,B2
medal,A2
media,B2
medical,A2
medication,B2
medicine,A1
medieval/mediaeval,B2
mediocre,B2
meditate,B1
meditation,B1
Mediterranean,B1
medium,B1
medium,B1
meet,A1
meeting,A1
melody,B2
melon,A2
melt,B1
member,A2
membership,B1
memorable,B1
memorial,B2
memorize/memorise,B1
memory,A1
mend,B1
mental,B1
mentally,B1
mention,A2
mention,B1
mentor,B2
